,Response,Complain,Income_min_max,Num_of_Children,Purchase_bin,Spent_min_max,Mnt_Responded,Web_Visits_Range,Status_cat,Edu_cat,Age_bin,Registration_bin
259,0,0.0,0.6095152347389161,1.0,2.0,0.5817460317460318,0.0,0.0,3,2,2.0,2.0
260,0,0.0,0.3273780829587821,1.0,1.0,0.10515873015873015,0.0,1.0,2,2,1.0,3.0
261,0,0.0,0.28825794238204827,2.0,1.0,0.017063492063492065,0.0,1.0,1,2,2.0,4.0
262,0,0.0,0.5906043564385682,1.0,2.0,0.6055555555555555,0.0,1.0,3,3,2.0,1.0
263,0,0.0,0.19877062081276958,2.0,1.0,0.04007936507936508,0.0,0.0,2,2,2.0,2.0
264,0,0.0,0.5623349962330104,1.0,2.0,0.3488095238095238,0.0,1.0,2,2,2.0,2.0
265,0,0.0,0.19877062081276958,2.0,1.0,0.015476190476190477,0.0,0.0,2,2,2.0,2.0
266,0,0.0,0.552774168773093,1.0,2.0,0.2515873015873016,0.0,0.0,2,2,3.0,2.0
267,0,0.0,0.37919540709339555,1.0,1.0,0.1626984126984127,0.0,1.0,3,3,1.0,1.0
268,0,0.0,0.5766087889046505,2.0,1.0,0.11706349206349206,0.0,0.0,3,4,1.0,3.0
269,0,0.0,0.30020476117455513,1.0,1.0,0.07142857142857142,0.0,1.0,1,4,1.0,2.0
270,0,0.0,0.4550328347847148,2.0,1.0,0.07222222222222222,0.0,1.0,1,2,2.0,3.0
271,0,0.0,0.5278350791554253,1.0,2.0,0.2773809523809524,0.0,1.0,2,2,2.0,1.0
272,0,0.0,0.6762133882092914,2.0,3.0,0.4380952380952381,0.0,1.0,1,2,1.0,1.0
273,0,0.0,0.2920097662089118,1.0,1.0,0.06349206349206349,0.0,1.0,2,2,1.0,1.0
274,0,0.0,0.5627481184072043,1.0,2.0,0.2253968253968254,0.0,0.0,1,3,2.0,3.0
275,0,0.0,0.5153739654113708,1.0,2.0,0.23492063492063492,0.0,1.0,3,2,2.0,1.0
277,1,0.0,0.5031995078698183,2.0,1.0,0.06706349206349208,0.0,0.0,1,2,1.0,3.0
278,1,0.0,0.3820704001831943,2.0,1.0,0.06507936507936507,0.0,1.0,3,3,2.0,1.0
279,0,0.0,0.29856913460733825,1.0,2.0,0.14365079365079367,0.0,1.0,3,3,2.0,1.0
280,0,0.0,0.48669991409639846,1.0,2.0,0.3468253968253968,1.0,1.0,1,2,2.0,1.0
281,0,0.0,0.30579455712334275,2.0,1.0,0.023412698412698413,0.0,1.0,0,0,2.0,2.0
282,0,0.0,0.20562507647847744,2.0,1.0,0.025396825396825397,1.0,1.0,1,2,2.0,4.0
283,0,0.0,0.6934633467480841,2.0,2.0,0.26031746031746034,0.0,0.0,3,4,2.0,4.0
284,0,0.0,0.5710695793445397,1.0,2.0,0.5166666666666667,0.0,1.0,0,4,2.0,1.0
285,0,0.0,0.4951815652645438,1.0,1.0,0.3611111111111111,0.0,0.0,1,2,1.0,1.0
286,0,0.0,0.5046749442062253,1.0,1.0,0.14007936507936508,1.0,1.0,1,2,2.0,4.0
287,0,0.0,0.10433426421794284,1.0,1.0,0.01904761904761905,0.0,1.0,3,0,1.0,2.0
288,0,0.0,0.42975650257586817,2.0,1.0,0.04563492063492063,0.0,1.0,2,3,1.0,1.0
289,0,0.0,0.4898868565830376,1.0,2.0,0.2884920634920635,0.0,0.0,1,0,2.0,1.0
290,0,0.0,0.4998692372819283,2.0,1.0,0.08174603174603173,0.0,0.0,3,2,2.0,2.0
291,0,0.0,0.6724278401233101,2.0,3.0,0.38055555555555554,0.0,0.0,3,3,2.0,2.0
292,0,0.0,0.7691911705972702,2.0,1.0,0.6813492063492064,0.0,1.0,2,2,2.0,1.0
293,1,0.0,0.5061419494778528,2.0,1.0,0.1638888888888889,0.0,1.0,1,4,2.0,1.0
294,0,0.0,0.3526038287789519,2.0,1.0,0.055952380952380955,0.0,1.0,1,4,2.0,1.0
295,0,0.0,0.3292413482750447,1.0,1.0,0.03333333333333333,0.0,1.0,2,2,1.0,4.0
296,0,0.0,0.563911605346771,1.0,2.0,0.20833333333333334,0.0,0.0,1,4,1.0,1.0
297,0,0.0,0.3147665066935066,1.0,2.0,0.1619047619047619,1.0,1.0,1,4,1.0,2.0
298,0,0.0,0.6001061664450292,1.0,2.0,0.5083333333333333,1.0,1.0,1,2,2.0,2.0
299,0,0.0,0.33548033621185136,2.0,1.0,0.08968253968253967,0.0,1.0,3,2,2.0,2.0
300,0,0.0,0.4403290578093217,1.0,1.0,0.1246031746031746,0.0,1.0,3,3,3.0,2.0
301,0,0.0,0.5592407954589454,1.0,2.0,0.5488095238095239,0.0,0.0,1,2,1.0,2.0
302,0,0.0,0.4829986766582118,2.0,2.0,0.35912698412698413,0.0,1.0,1,2,2.0,2.0
303,0,0.0,0.4105842612673568,2.0,1.0,0.07182539682539682,0.0,1.0,1,2,2.0,1.0
304,1,0.0,0.5909753232888649,0.0,2.0,0.5067460317460317,0.0,1.0,3,4,2.0,1.0
305,0,0.0,0.5294111734438215,2.0,1.0,0.01746031746031746,0.0,1.0,1,2,2.0,3.0
306,1,0.0,0.39695122951895623,1.0,1.0,0.1,1.0,1.0,1,3,1.0,2.0
307,0,0.0,0.6229796451917273,1.0,3.0,0.6063492063492063,0.0,0.0,1,2,2.0,1.0
308,0,0.0,0.6316467797850209,1.0,1.0,0.5948412698412698,0.0,0.0,0,2,2.0,2.0
309,0,0.0,0.5698133506923989,1.0,2.0,0.2384920634920635,0.0,0.0,1,2,1.0,2.0
310,0,0.0,0.41340866796847875,1.0,1.0,0.10714285714285715,0.0,0.0,1,3,2.0,4.0
311,0,0.0,0.5954184944276448,1.0,2.0,0.18055555555555555,1.0,1.0,1,2,2.0,4.0
312,0,0.0,0.4992622006178066,2.0,1.0,0.06825396825396826,0.0,1.0,3,0,2.0,3.0
313,0,0.0,0.5879907263569331,1.0,2.0,0.21865079365079365,1.0,0.0,4,3,3.0,4.0
314,0,0.0,0.2674753677006584,2.0,1.0,0.023015873015873017,0.0,0.0,3,0,2.0,4.0
315,0,0.0,0.39853626969749634,2.0,1.0,0.07023809523809524,0.0,1.0,2,0,1.0,4.0
316,1,0.0,0.12306809015792185,1.0,1.0,0.03888888888888889,0.0,1.0,3,1,1.0,1.0
317,0,0.0,0.5143285133787168,1.0,2.0,0.25992063492063494,0.0,0.0,3,3,2.0,2.0
318,0,0.0,0.6030570391178433,2.0,2.0,0.24087301587301588,0.0,0.0,3,2,1.0,1.0
319,0,0.0,0.39215395365943867,1.0,1.0,0.173015873015873,1.0,1.0,0,2,2.0,2.0
320,0,0.0,0.5844749723438947,1.0,2.0,0.31746031746031744,0.0,0.0,2,2,1.0,4.0
321,0,0.0,0.437437202589964,1.0,1.0,0.1757936507936508,0.0,0.0,3,2,2.0,3.0
322,1,0.0,0.41249811297229616,2.0,1.0,0.06587301587301586,0.0,1.0,0,3,1.0,2.0
323,0,0.0,0.5356338140764336,1.0,2.0,0.48214285714285715,1.0,1.0,3,3,2.0,1.0
324,0,0.0,0.41311358070119736,1.0,1.0,0.15555555555555556,0.0,1.0,3,4,3.0,2.0
325,0,0.0,0.11546326972684126,2.0,1.0,0.011904761904761904,0.0,1.0,2,3,2.0,2.0
326,0,0.0,0.5754705951594223,1.0,2.0,0.39682539682539686,0.0,0.0,3,2,2.0,1.0
327,0,0.0,0.23972873351142754,1.0,1.0,0.029365079365079365,0.0,1.0,1,0,1.0,3.0
328,0,0.0,0.3631342286885081,2.0,1.0,0.015476190476190477,0.0,0.0,1,3,2.0,4.0
329,0,0.0,0.5236617020895884,2.0,1.0,0.046031746031746035,0.0,0.0,1,4,2.0,4.0
330,0,0.0,0.23209411180205086,2.0,1.0,0.030158730158730156,0.0,1.0,1,2,1.0,2.0
331,0,0.0,0.5241001174581207,1.0,2.0,0.2392857142857143,1.0,1.0,3,3,2.0,4.0
332,0,0.0,0.23903738619951115,1.0,1.0,0.05634920634920635,0.0,1.0,1,2,1.0,3.0
333,0,0.0,0.40136910746339777,1.0,1.0,0.09484126984126984,0.0,0.0,3,4,2.0,3.0
334,0,0.0,0.47350529771653027,2.0,1.0,0.07023809523809524,0.0,1.0,1,2,2.0,4.0
335,0,0.0,0.5654039038127369,1.0,2.0,0.2503968253968254,0.0,0.0,4,4,1.0,4.0
336,0,0.0,0.6398923611393411,1.0,2.0,0.5746031746031746,1.0,1.0,0,2,1.0,4.0
337,0,0.0,0.36452535437712036,1.0,1.0,0.05238095238095238,0.0,1.0,3,2,2.0,3.0
338,0,0.0,0.2040653294942758,1.0,1.0,0.021825396825396824,0.0,1.0,1,2,2.0,3.0
339,0,0.0,0.47079049485754143,1.0,2.0,0.2698412698412698,1.0,1.0,1,3,2.0,2.0
340,0,0.0,0.44318260326464115,1.0,1.0,0.11309523809523808,0.0,0.0,1,2,1.0,1.0
341,0,0.0,0.6105016693181139,1.0,3.0,0.7238095238095238,1.0,1.0,1,4,2.0,2.0
342,0,0.0,0.4324965986291955,2.0,1.0,0.034523809523809526,0.0,1.0,2,3,1.0,3.0
343,0,1.0,0.36989594264164183,2.0,0.0,0.019444444444444445,0.0,1.0,1,2,2.0,1.0
344,0,0.0,0.5180887682703597,2.0,2.0,0.21309523809523812,0.0,0.0,3,4,2.0,2.0
345,1,0.0,0.44741115222407524,0.0,2.0,0.6035714285714285,3.0,1.0,1,2,2.0,2.0
346,1,0.0,0.44216702993124585,2.0,0.0,0.046031746031746035,0.0,1.0,4,3,1.0,2.0
347,0,0.0,0.5220513687167099,1.0,1.0,0.17817460317460318,0.0,0.0,1,2,3.0,1.0
348,0,0.0,0.22384460746690887,1.0,1.0,0.015873015873015872,0.0,1.0,3,2,1.0,4.0
349,1,0.0,0.4320834764550015,1.0,2.0,0.17500000000000002,2.0,1.0,1,4,1.0,4.0
350,0,0.0,0.4077008371127786,3.0,1.0,0.03293650793650794,0.0,1.0,3,2,2.0,3.0
351,0,0.0,0.1899011406647687,1.0,1.0,0.015873015873015872,0.0,1.0,1,2,1.0,3.0
352,0,0.0,0.3225133585810288,2.0,1.0,0.0373015873015873,0.0,1.0,0,2,2.0,2.0
353,1,0.0,0.4061663833229153,1.0,1.0,0.06944444444444445,0.0,1.0,0,2,2.0,1.0
354,0,0.0,0.28365458101245844,1.0,1.0,0.0738095238095238,0.0,1.0,2,2,1.0,1.0
355,0,0.0,0.38778666210367396,2.0,0.0,0.030158730158730156,0.0,1.0,1,2,2.0,3.0
356,0,0.0,0.5199520335866222,1.0,2.0,0.3952380952380952,0.0,1.0,1,2,2.0,2.0
357,0,0.0,0.3183905679038687,2.0,0.0,0.01984126984126984,0.0,0.0,3,3,2.0,3.0
358,0,0.0,0.5804111991201909,1.0,2.0,0.348015873015873,0.0,0.0,1,2,2.0,3.0
359,1,0.0,0.3155914543970852,1.0,0.0,0.02976190476190476,0.0,0.0,2,3,2.0,4.0
360,0,0.0,0.6285272858166177,2.0,2.0,0.3333333333333333,0.0,0.0,0,4,2.0,2.0
361,0,0.0,0.331711650255429,2.0,0.0,0.02261904761904762,0.0,0.0,1,4,3.0,4.0
362,0,0.0,0.3219906325647018,2.0,1.0,0.05,0.0,1.0,2,3,2.0,3.0
363,0,0.0,0.18515597943157097,1.0,0.0,0.030158730158730156,0.0,1.0,1,0,1.0,3.0
364,0,0.0,0.393941339392686,2.0,1.0,0.036111111111111115,0.0,1.0,1,2,1.0,1.0
365,0,0.0,0.5078197313689671,2.0,2.0,0.2865079365079365,0.0,0.0,1,2,1.0,2.0
366,0,0.0,0.6487365480930036,1.0,1.0,0.528968253968254,0.0,0.0,0,2,2.0,2.0
367,0,0.0,0.34553016542897785,1.0,1.0,0.13253968253968254,1.0,1.0,2,2,1.0,3.0
368,0,0.0,0.5270847143900526,1.0,1.0,0.26746031746031745,1.0,0.0,2,4,2.0,4.0
369,0,0.0,0.6466119197685776,1.0,1.0,0.6226190476190476,2.0,1.0,3,2,2.0,3.0
370,0,0.0,0.27074662083509216,2.0,1.0,0.020634920634920634,0.0,1.0,2,4,2.0,2.0
371,0,0.0,0.3991938927502949,2.0,1.0,0.05515873015873016,0.0,0.0,2,4,1.0,4.0
372,0,0.0,0.20794361929283128,1.0,0.0,0.02896825396825397,1.0,0.0,3,0,1.0,3.0
373,0,0.0,0.6344711864861429,1.0,2.0,0.3392857142857143,0.0,0.0,2,3,1.0,2.0
374,0,0.0,0.31353427459089483,1.0,1.0,0.06111111111111111,0.0,1.0,3,4,1.0,2.0
375,0,0.0,0.24324448752446592,1.0,1.0,0.024206349206349207,0.0,1.0,3,2,1.0,3.0
376,1,0.0,0.23222508585770057,1.0,1.0,0.06666666666666668,0.0,1.0,3,3,1.0,2.0
377,0,0.0,0.3396958686015856,0.0,1.0,0.1527777777777778,0.0,1.0,0,3,3.0,2.0
378,0,0.0,0.4087125648863148,2.0,0.0,0.025,0.0,1.0,2,2,2.0,4.0
379,0,0.0,0.2766905215046175,2.0,0.0,0.012698412698412698,0.0,1.0,3,2,2.0,2.0
380,0,0.0,0.3062919899453314,2.0,0.0,0.017063492063492065,0.0,1.0,1,2,2.0,3.0
381,0,0.0,0.5483225665695337,1.0,2.0,0.423015873015873,0.0,1.0,0,0,2.0,1.0
382,0,0.0,0.3978617845151388,1.0,0.0,0.10515873015873015,0.0,0.0,3,3,2.0,3.0
383,0,0.0,0.3895993410312597,1.0,1.0,0.07222222222222222,0.0,1.0,0,3,2.0,3.0
384,0,1.0,0.36989594264164183,2.0,0.0,0.019444444444444445,0.0,1.0,1,2,2.0,1.0
385,0,0.0,0.5027273682421681,1.0,2.0,0.2869047619047619,0.0,0.0,3,2,2.0,3.0
386,1,0.0,0.2348387159393358,1.0,0.0,0.04365079365079365,0.0,1.0,1,2,2.0,1.0
387,0,0.0,0.19587876559341189,1.0,1.0,0.020634920634920634,0.0,1.0,2,2,1.0,3.0
388,0,0.0,0.3950879642026937,1.0,1.0,0.023015873015873017,0.0,0.0,0,2,1.0,4.0
389,0,0.0,0.5918521540259296,1.0,2.0,0.2138888888888889,0.0,0.0,1,4,2.0,4.0
390,0,0.0,0.5781010873706165,1.0,2.0,0.45436507936507936,0.0,1.0,1,2,1.0,3.0
391,0,0.0,0.4866408966429422,1.0,2.0,0.278968253968254,1.0,1.0,1,2,1.0,3.0
392,0,0.0,0.37114374022900315,1.0,1.0,0.06349206349206349,0.0,1.0,2,2,1.0,2.0
393,0,0.0,0.5959327893791924,2.0,1.0,0.10595238095238096,0.0,1.0,0,4,2.0,4.0
394,0,0.0,0.2610761895330418,2.0,0.0,0.03333333333333333,0.0,0.0,3,2,2.0,4.0
395,1,0.0,0.18150380014441808,1.0,0.0,0.025396825396825397,0.0,1.0,2,3,1.0,4.0
396,0,0.0,0.5199520335866222,1.0,2.0,0.3952380952380952,0.0,1.0,1,2,2.0,2.0
397,0,0.0,0.593226417584983,0.0,1.0,0.46190476190476193,0.0,0.0,1,3,2.0,4.0
398,0,0.0,0.4090413764127141,2.0,1.0,0.05317460317460317,0.0,1.0,1,3,2.0,2.0
399,0,0.0,0.23638160079397857,2.0,0.0,0.023809523809523808,0.0,1.0,1,0,2.0,3.0
400,0,0.0,0.44616338614339224,1.0,1.0,0.15396825396825398,0.0,0.0,2,3,2.0,2.0
401,0,0.0,0.26219752114871114,1.0,0.0,0.023015873015873017,0.0,1.0,1,0,1.0,2.0
402,0,0.0,0.3032146513008254,1.0,1.0,0.029365079365079365,0.0,1.0,3,2,1.0,1.0
403,0,0.0,0.36648136140595705,1.0,1.0,0.06825396825396826,0.0,1.0,2,0,1.0,3.0
404,0,0.0,0.6378267502683713,1.0,2.0,0.3103174603174603,0.0,0.0,1,3,2.0,4.0
405,0,0.0,0.5084689233569861,1.0,2.0,0.348015873015873,0.0,0.0,1,2,1.0,3.0
406,0,0.0,0.633805132368565,1.0,2.0,0.6313492063492063,0.0,1.0,0,2,1.0,3.0
407,0,0.0,0.4535489673835283,2.0,1.0,0.13571428571428573,1.0,1.0,1,2,2.0,3.0
408,0,0.0,0.47937331880304035,0.0,2.0,0.3126984126984127,0.0,1.0,0,2,2.0,1.0
409,0,0.0,0.5276158714711591,1.0,2.0,0.1908730158730159,0.0,1.0,1,4,2.0,4.0
410,0,0.0,0.4470570475033376,1.0,1.0,0.10357142857142856,0.0,1.0,1,3,3.0,2.0
411,0,0.0,0.366354895434265,2.0,1.0,0.026984126984126985,0.0,1.0,2,4,1.0,2.0
412,0,0.0,0.35117897883122173,2.0,1.0,0.02857142857142857,0.0,1.0,1,4,2.0,1.0
413,0,1.0,0.3091079655816739,1.0,1.0,0.021825396825396824,0.0,0.0,2,3,1.0,4.0
414,0,0.0,0.1812761613953724,2.0,1.0,0.025,0.0,1.0,3,2,2.0,4.0
415,0,0.0,0.5780252077876012,1.0,2.0,0.578968253968254,0.0,0.0,1,2,2.0,1.0
416,0,0.0,0.2821201272225952,1.0,1.0,0.02896825396825397,0.0,1.0,3,2,1.0,4.0
417,0,0.0,0.593226417584983,0.0,1.0,0.46190476190476193,0.0,0.0,3,3,2.0,4.0
418,1,0.0,0.25616930983139113,1.0,1.0,0.0380952380952381,0.0,1.0,0,4,1.0,1.0
419,0,0.0,0.5072042636400659,1.0,2.0,0.3011904761904762,0.0,0.0,2,3,2.0,1.0
420,0,0.0,0.5352206919022396,1.0,1.0,0.38373015873015875,1.0,1.0,1,4,3.0,1.0
421,0,0.0,0.4564914089915628,1.0,2.0,0.3511904761904762,0.0,1.0,3,4,2.0,1.0
422,1,0.0,0.531266522520669,0.0,1.0,0.6396825396825397,0.0,1.0,2,2,2.0,1.0
423,0,0.0,0.5021962111610616,2.0,1.0,0.07658730158730159,0.0,0.0,1,0,2.0,3.0
424,0,0.0,0.1780892189087333,1.0,0.0,0.020634920634920634,0.0,1.0,1,0,1.0,4.0
425,1,0.0,0.20503490194391466,1.0,1.0,0.019444444444444445,0.0,1.0,3,2,1.0,4.0
426,0,0.0,0.3916649519022295,2.0,0.0,0.034523809523809526,0.0,0.0,3,2,1.0,1.0
427,0,0.0,0.3348227131590528,2.0,1.0,0.06547619047619047,0.0,1.0,1,2,3.0,2.0
428,0,0.0,0.6059067390133036,0.0,1.0,0.49523809523809526,0.0,0.0,1,3,2.0,1.0
429,0,0.0,0.23233468969983367,1.0,1.0,0.03571428571428571,0.0,0.0,3,2,1.0,3.0
430,0,0.0,0.28089762282957226,2.0,1.0,0.020634920634920634,0.0,0.0,1,2,1.0,4.0
431,0,0.0,0.3451676296434607,2.0,1.0,0.02738095238095238,0.0,1.0,2,2,2.0,2.0
432,0,0.0,0.2482525400034702,1.0,1.0,0.07460317460317462,0.0,1.0,1,2,1.0,2.0
433,1,0.0,0.16819283713711286,0.0,2.0,0.32936507936507936,0.0,1.0,4,3,2.0,1.0
434,0,0.0,0.2629281676803335,1.0,1.0,0.15555555555555556,0.0,1.0,3,3,2.0,2.0
435,1,0.0,0.329553297671885,2.0,0.0,0.044444444444444446,0.0,1.0,4,2,2.0,1.0
436,0,0.0,0.5421763203453012,1.0,2.0,0.2611111111111111,0.0,0.0,0,3,2.0,2.0
437,0,0.0,0.4756130639113974,1.0,1.0,0.4357142857142857,0.0,1.0,0,2,2.0,1.0
438,0,0.0,0.2925976742019722,2.0,1.0,0.05277777777777778,0.0,0.0,4,4,3.0,4.0
439,0,0.0,0.5643415896505238,1.0,2.0,0.31547619047619047,1.0,1.0,3,2,1.0,3.0
440,0,0.0,0.365292581272052,2.0,1.0,0.026587301587301587,0.0,1.0,1,3,2.0,4.0
441,0,0.0,0.8099755042639181,2.0,1.0,0.17182539682539683,1.0,1.0,1,3,2.0,4.0
442,0,0.0,0.797317202701577,2.0,1.0,0.5821428571428572,3.0,0.0,0,2,1.0,3.0
443,0,0.0,0.7108495530963849,1.0,2.0,0.5432539682539682,2.0,1.0,3,3,2.0,1.0
444,0,0.0,0.4197488286826391,1.0,1.0,0.08333333333333334,0.0,1.0,3,2,2.0,2.0
445,0,0.0,0.704710387163895,1.0,2.0,0.43134920634920637,0.0,0.0,1,3,1.0,4.0
446,0,0.0,0.23085925336342666,0.0,2.0,0.22420634920634921,0.0,1.0,2,2,2.0,1.0
447,0,0.0,0.36452535437712036,1.0,1.0,0.05238095238095238,0.0,1.0,3,2,2.0,3.0
448,0,0.0,0.5959833757678692,1.0,2.0,0.29444444444444445,0.0,0.0,3,4,2.0,4.0
449,0,0.0,0.405854433926075,1.0,1.0,0.173015873015873,0.0,0.0,1,3,1.0,1.0
450,1,0.0,0.6976282927491415,1.0,1.0,0.7182539682539683,2.0,1.0,1,2,2.0,1.0
451,0,0.0,0.33123107956299924,1.0,1.0,0.08095238095238094,0.0,1.0,2,2,1.0,2.0
452,1,0.0,0.25616930983139113,1.0,1.0,0.0380952380952381,0.0,1.0,0,4,1.0,1.0
453,1,0.0,0.366354895434265,2.0,1.0,0.026984126984126985,0.0,1.0,2,4,1.0,2.0
454,1,0.0,0.26467625419387486,2.0,0.0,0.020634920634920634,0.0,1.0,2,4,3.0,2.0
455,0,0.0,0.2644148911857113,1.0,0.0,0.025396825396825397,0.0,0.0,2,1,1.0,2.0
456,0,0.0,0.35079114985136617,2.0,0.0,0.016666666666666666,0.0,0.0,1,4,2.0,3.0
457,0,0.0,0.5405154005837459,1.0,3.0,0.44563492063492066,0.0,1.0,2,3,2.0,2.0
458,0,0.0,0.5390399642473389,1.0,1.0,0.10674603174603176,0.0,0.0,1,0,1.0,4.0
459,1,0.0,0.6292439263228724,0.0,1.0,0.40634920634920635,0.0,0.0,2,4,2.0,3.0
460,0,0.0,0.5453548317671608,2.0,1.0,0.346031746031746,0.0,1.0,1,2,1.0,1.0
461,0,0.0,0.6136633186104147,1.0,2.0,0.38531746031746034,0.0,0.0,3,4,3.0,4.0
462,0,0.0,0.40857766784984334,1.0,1.0,0.0503968253968254,0.0,1.0,1,2,1.0,1.0
463,0,0.0,0.2584410215380251,1.0,2.0,0.38333333333333336,0.0,1.0,1,2,1.0,1.0
464,0,0.0,0.3755194628495473,1.0,1.0,0.08373015873015874,1.0,1.0,3,4,1.0,2.0
465,0,0.0,0.2722895056897349,0.0,1.0,0.12658730158730158,0.0,1.0,4,2,2.0,1.0
466,0,0.0,0.4623762922076318,1.0,1.0,0.11944444444444444,0.0,1.0,2,2,2.0,3.0
467,0,0.0,0.5686161394937144,1.0,1.0,0.3761904761904762,1.0,0.0,3,2,2.0,4.0
468,0,0.0,0.4324965986291955,2.0,1.0,0.034523809523809526,0.0,1.0,2,3,1.0,3.0
469,0,0.0,0.16677472997468656,0.0,0.0,0.024206349206349207,0.0,1.0,2,1,1.0,1.0
470,0,0.0,0.24682769005574,0.0,1.0,0.18333333333333335,0.0,1.0,3,3,1.0,1.0
471,0,0.0,0.25453368326417425,1.0,1.0,0.019444444444444445,0.0,1.0,3,0,1.0,3.0
472,0,0.0,0.64784285522638,1.0,1.0,0.4793650793650794,0.0,0.0,1,2,3.0,3.0
473,0,0.0,0.4293771046607921,1.0,1.0,0.08095238095238094,0.0,0.0,3,2,1.0,2.0
474,1,0.0,0.22359167552352482,1.0,1.0,0.023809523809523808,0.0,1.0,3,2,1.0,1.0
475,0,0.0,0.2265216029496654,3.0,1.0,0.04722222222222222,0.0,1.0,2,2,3.0,4.0
476,0,0.0,0.6070870880824292,1.0,2.0,0.38531746031746034,0.0,1.0,1,2,2.0,2.0
477,0,0.0,0.5252130180090105,1.0,1.0,0.1257936507936508,1.0,1.0,3,3,2.0,2.0
478,0,0.0,0.39421956453040846,1.0,1.0,0.12182539682539684,0.0,1.0,3,2,1.0,2.0
479,0,0.0,0.2925071990309004,1.0,1.0,0.013492063492063493,0.0,1.0,0,2,2.0,3.0
480,0,0.0,0.530313812200589,1.0,1.0,0.18452380952380953,0.0,0.0,1,2,1.0,3.0
481,0,0.0,0.575141783633023,1.0,1.0,0.43492063492063493,1.0,1.0,3,4,2.0,1.0
482,0,0.0,0.21865107156275632,1.0,1.0,0.015476190476190477,0.0,1.0,1,3,1.0,4.0
483,0,0.0,0.11647499750037749,1.0,1.0,0.0380952380952381,0.0,1.0,2,1,1.0,1.0
484,0,0.0,0.2971695778539465,2.0,0.0,0.015476190476190477,0.0,1.0,4,2,2.0,1.0
485,0,0.0,0.12747753703758388,1.0,0.0,0.014285714285714287,0.0,0.0,2,2,2.0,2.0
486,0,0.0,0.4375720996264355,1.0,1.0,0.1626984126984127,0.0,1.0,2,2,1.0,3.0
487,0,0.0,0.5065972269759441,1.0,2.0,0.46706349206349207,2.0,1.0,1,4,2.0,1.0
488,0,0.0,0.2608738439783346,1.0,1.0,0.02023809523809524,0.0,1.0,1,2,1.0,3.0
489,0,0.0,0.5593335371715196,2.0,2.0,0.23373015873015873,0.0,0.0,1,4,3.0,1.0
490,0,0.0,0.5128530770423098,1.0,2.0,0.20357142857142857,0.0,1.0,1,4,2.0,4.0
491,0,0.0,0.3227157041357361,2.0,0.0,0.025793650793650792,0.0,1.0,3,2,2.0,3.0
492,0,0.0,0.5706311639760074,1.0,2.0,0.32301587301587303,0.0,0.0,3,2,2.0,1.0
493,0,0.0,0.27855378682088,1.0,1.0,0.02896825396825397,0.0,1.0,1,2,2.0,2.0
494,0,0.0,0.6348252912068806,1.0,2.0,0.30238095238095236,0.0,1.0,1,4,2.0,4.0
495,0,0.0,0.29202581248618026,1.0,1.0,0.15833333333333335,0.0,1.0,1,4,2.0,3.0
496,1,0.0,0.4993802355247191,1.0,2.0,0.3055555555555556,0.0,1.0,4,4,3.0,1.0
497,0,0.0,0.6317226593680362,1.0,2.0,0.3996031746031746,0.0,0.0,1,3,2.0,3.0
498,0,0.0,0.17826627126910216,1.0,1.0,0.015476190476190477,0.0,1.0,2,4,1.0,3.0
499,0,0.0,0.46633889265398204,2.0,2.0,0.19246031746031747,0.0,1.0,1,2,2.0,1.0
500,0,0.0,0.35288437753989926,2.0,1.0,0.026587301587301587,0.0,1.0,1,3,2.0,4.0
501,0,0.0,0.5410971440535293,1.0,2.0,0.4138888888888889,0.0,0.0,1,4,2.0,3.0
502,0,0.0,0.40182896821330505,0.0,1.0,0.04642857142857143,0.0,1.0,1,4,2.0,1.0
503,0,0.0,0.41509488092437247,2.0,1.0,0.015873015873015872,0.0,0.0,1,2,1.0,4.0
504,0,0.0,0.5781010873706165,1.0,2.0,0.45436507936507936,0.0,1.0,0,2,1.0,3.0
505,0,0.0,0.31098809302749536,1.0,1.0,0.04642857142857143,0.0,1.0,1,4,2.0,3.0
506,0,1.0,0.7238657663428475,2.0,3.0,0.47063492063492063,0.0,0.0,2,2,2.0,2.0
507,0,0.0,0.5822997576307918,1.0,2.0,0.3253968253968254,0.0,0.0,2,3,2.0,2.0
508,0,0.0,0.2814709352345761,2.0,1.0,0.034126984126984124,0.0,0.0,0,2,1.0,2.0
509,0,0.0,0.34989844893090133,0.0,2.0,0.2888888888888889,0.0,0.0,1,4,1.0,3.0
510,0,0.0,0.4649477669653697,1.0,1.0,0.09047619047619049,0.0,1.0,3,2,1.0,3.0
511,0,0.0,0.5159388467515952,1.0,2.0,0.2765873015873016,0.0,0.0,1,4,2.0,2.0
512,0,1.0,0.4463825623209801,1.0,2.0,0.19801587301587303,0.0,1.0,3,2,3.0,2.0
513,0,0.0,0.27790459483286095,2.0,0.0,0.04246031746031746,0.0,1.0,3,2,2.0,1.0
514,0,0.0,0.6433659598284822,1.0,2.0,0.5535714285714286,2.0,0.0,1,2,2.0,3.0
515,0,0.0,0.5701084379596804,1.0,2.0,0.44126984126984126,0.0,0.0,1,4,2.0,2.0
516,0,0.0,0.23454362867205442,1.0,1.0,0.028174603174603175,0.0,1.0,2,3,1.0,3.0
517,0,0.0,0.4367121310189297,1.0,1.0,0.14444444444444446,0.0,1.0,2,2,1.0,1.0
